entry_time,exit_time,direction,entry_price,exit_price,size_usd,pnl,pnl_pct,exit_reason
2025-08-26 17:00:00,2025-08-27 03:00:00,short,193.72,201.92,7296.742641562989,-319.08024282030476,-4.2329134833780655,stop_loss
2025-09-13 17:00:00,2025-09-14 00:00:00,long,237.8,243.5,9306.427573786244,210.04348739578037,2.39697224558452,rsi_target
2025-09-24 17:00:00,2025-09-25 00:00:00,short,215.17,210.73,9145.614378275186,175.91449205492842,2.063484686526931,rsi_target
2025-10-04 08:00:00,2025-10-04 15:00:00,long,228.88,224.88,9683.159532260923,-182.78325893168963,-1.7476406850751487,stop_loss
2025-10-12 14:00:00,2025-10-12 16:00:00,short,186.29,193.81,5824.30014414257,-243.2645311468433,-4.036716946696018,stop_loss
2025-10-31 09:00:00,2025-10-31 18:00:00,short,186.63,185.97,9143.741052521018,19.5347701065158,0.35364089374698415,rsi_target
2025-11-05 15:00:00,2025-11-06 05:00:00,short,160.5,159.33,6251.330056785045,36.81858132510171,0.7289719626168146,rsi_target
2025-11-13 06:00:00,2025-11-13 16:00:00,short,156.72,151.1,7148.06803791992,246.32337328385688,3.5860132720775937,rsi_target
2025-11-18 07:00:00,2025-11-18 18:00:00,short,136.92,141.46,5455.995853368346,-188.5485692917972,-3.3158048495471957,stop_loss
2025-11-25 14:00:00,2025-11-25 21:00:00,long,134.69,137.17,8710.451038863923,148.18786595729472,1.8412651273294156,rsi_target
2025-12-02 06:00:00,2025-12-02 13:00:00,short,127.68,130.61,8355.242742070788,-203.43340840302398,-2.2947994987468725,stop_loss
2025-12-10 06:00:00,2025-12-10 15:00:00,long,139.23,136.17,7832.058917746282,-183.09804551223576,-2.1978021978021998,stop_loss
2025-12-11 17:00:00,2025-12-11 20:00:00,short,132.36,136.1,9098.694135960262,-269.8333370101329,-2.825627077666954,stop_loss
2025-12-13 09:00:00,2025-12-13 17:00:00,short,133.58,132.21,8824.31145188215,78.1483347495074,1.025602635125022,rsi_target
2026-01-10 10:00:00,2026-01-10 15:00:00,short,137.01,136.42,8898.047630905716,25.85999557667217,0.43062550178819314,rsi_target
2026-01-19 20:00:00,2026-01-19 22:00:00,short,134.69,132.97,8919.458602666935,101.41482044484835,1.277006459276857,rsi_target
2026-01-26 09:00:00,2026-01-26 16:00:00,short,121.93,124.3,8186.807714685269,-170.5916405668516,-1.94373821044861,stop_loss
2026-01-31 03:00:00,2026-01-31 08:00:00,short,118.39,115.62,7212.013566541207,158.6444393844005,2.3397246389053095,rsi_target
2026-02-01 08:00:00,2026-02-01 13:00:00,short,105.52,104.45,6147.430191895615,53.73012450663296,1.01402577710386,rsi_target
2026-02-02 17:00:00,2026-02-03 02:00:00,short,104.81,102.44,5000.243459837302,106.06689510522529,2.2612346150176554,rsi_target
2026-02-06 14:00:00,2026-02-06 22:00:00,short,84.18,89.17,3243.4962546889387,-196.80801653011864,-5.927773818009022,stop_loss
2026-02-10 00:00:00,2026-02-10 06:00:00,short,86.4,84.6,6321.667939836656,122.85108029749318,2.0833333333333464,rsi_target
2026-02-22 08:00:00,2026-02-22 13:00:00,long,84.97,83.98,9072.250746443486,-118.40349586059112,-1.1651171001529892,stop_loss
2026-02-24 19:00:00,2026-02-25 01:00:00,short,78.38,82.0,8847.079354878439,-420.9904947235202,-4.618525133962752,stop_loss
2026-03-03 05:00:00,2026-03-03 13:00:00,long,85.8,83.63,5877.672322318847,-156.88315779474183,-2.529137529137531,stop_loss
2026-03-12 08:00:00,2026-03-12 12:00:00,long,85.96,87.25,8364.07509685281,113.80980248353332,1.500697999069342,rsi_target
2026-03-14 02:00:00,2026-03-14 09:00:00,long,88.23,86.85,7365.860132961082,-125.52116920355869,-1.564093845630749,stop_loss
2026-03-17 10:00:00,2026-03-17 17:00:00,long,93.57,94.57,6966.938488797424,64.70325404127327,1.0687186063909373,rsi_target
